DROGA ;MARCA ;PRESENTACION;LABORATORIO;COBERTURA;COPAGO
valsartán+amlodipina;EXFORGE;5/160 mg comp.rec.x 14;Siegfried;50%;$ 12505.71
valsartán+amlodipina;EXFORGE;5/160 mg comp.rec.x 28;Siegfried;50%;$ 23147.75
valsartán+amlodipina;NOSTER;5/160 mg comp.x 28;Adium;50%;$ 19502.95
valsartán+amlodipina;EXFORGE;5/320 mg comp.rec.x 28;Siegfried;50%;$ 30085.74
valsartán+amlodipina;NOSTER;5/320 mg comp.x 28;Adium;50%;$ 23817.42
valsartán+amlodipina;EXFORGE;5/80 mg comp.rec.x 28;Siegfried;50%;$ 23596.17
valsartán+amlodipina;SIMULTAN A;80/5 mg comp.x 30;Lazar;50%;$ 16646.17
valsartán+hidrocloroti.+amlodip.;RACORVAL 3D;160/10/12.5mg comp.rex28;Roemmers;50%;$ 21489.96
valsartán+hidrocloroti.+amlodip.;SIMULTAN TRIPLE;160/12.5/10 comp.rec.x30;Lazar;50%;$ 22947.87
valsartán+hidrocloroti.+amlodip.;NOSTER D;160/12.5/10 mg comp.x 28;Adium;50%;$ 25267.53
valsartán+hidrocloroti.+amlodip.;EXFORGE D;160/12.5/10 mg comp.x 28;Siegfried;50%;$ 28446.19
valsartán+hidrocloroti.+amlodip.;DILCORAN PLUS D;160/12.5/10 mg comp.x 30;Casasco;50%;$ 22740.78
valsartán+hidrocloroti.+amlodip.;DIAPRESAN TRIPLE;160/12.5/10 mg comp.x 30;Montpellier;50%;$ 22740.87
valsartán+hidrocloroti.+amlodip.;DISARVAL D;160/12.5/10 mg comp.x 30;Baliarda;50%;$ 24377.71
valsartán+hidrocloroti.+amlodip.;SIMULTAN TRIPLE;160/12.5/5 comp.rec.x30;Lazar;50%;$ 22461.91
valsartán+hidrocloroti.+amlodip.;NOSTER D;160/12.5/5 mg comp.x 28;Adium;50%;$ 25267.53
valsartán+hidrocloroti.+amlodip.;EXFORGE D;160/12.5/5 mg comp.x 28;Siegfried;50%;$ 28719.42
valsartán+hidrocloroti.+amlodip.;DILCORAN PLUS D;160/12.5/5 mg comp.x 30;Casasco;50%;$ 21624.2
valsartán+hidrocloroti.+amlodip.;DIAPRESAN TRIPLE;160/12.5/5 mg comp.x 30;Montpellier;50%;$ 22740.87
valsartán+hidrocloroti.+amlodip.;DISARVAL D;160/12.5/5 mg comp.x 30;Baliarda;50%;$ 24026.87
valsartán+hidrocloroti.+amlodip.;EXFORGE D;160/25/10 mg comp.x 28;Siegfried;50%;$ 28719.42
valsartán+hidrocloroti.+amlodip.;EXFORGE D;160/25/5 mg comp.x 28;Siegfried;50%;$ 28719.42
valsartán+hidrocloroti.+amlodip.;RACORVAL 3D;160/5/12.5mg comp.recx28;Roemmers;50%;$ 21758.36
valsartán+hidrocloroti.+amlodip.;RACORVAL 3D;320/10/25mg comp.rec.x30;Roemmers;50%;$ 25344.1
valsartán+hidrocloroti.+amlodip.;SIMULTAN TRIPLE;320/25/10 comp.rec.x 30;Lazar;50%;$ 23886.24
valsartán+hidrocloroti.+amlodip.;NOSTER D;320/25/10 mg comp.x 28;Adium;50%;$ 28160.15
valsartán+hidrocloroti.+amlodip.;EXFORGE D;320/25/10 mg comp.x 28;Siegfried;50%;$ 30372.4
valsartán+hidrocloroti.+amlodip.;DILCORAN PLUS D;320/25/10 mg comp.x 30;Casasco;50%;$ 24360.32
valsartán+hidrocloroti.+amlodip.;DISARVAL D;320/25/10 mg comp.x 30;Baliarda;50%;$ 24771.12
valsartán+hidrocloroti.+amlodip.;DIAPRESAN TRIPLE;320/25/10 mg comp.x 30;Montpellier;50%;$ 25344.1
valsartán+hidroclorotiazida;DIOVAN D;160/12.5 mg comp.rec.x14;Siegfried;50%;$ 10923.68
valsartán+hidroclorotiazida;ALPERTAN D;160/12.5 mg comp.rec.x28;Adium;50%;$ 14005.46
valsartán+hidroclorotiazida;DILCORAN D;160/12.5 mg comp.rec.x28;Casasco;50%;$ 14681.7
valsartán+hidroclorotiazida;RACORVAL D;160/12.5 mg comp.rec.x28;Roemmers;50%;$ 14931.53
valsartán+hidroclorotiazida;DIOVAN D;160/12.5 mg comp.rec.x28;Siegfried;50%;$ 19839.42
valsartán+hidroclorotiazida;SARVAL D 160/12.5;160/12.5 mg comp.rec.x30;Baliarda;50%;$ 13777.37
valsartán+hidroclorotiazida;DIAPRESAN D;160/12.5 mg comp.rec.x30;Montpellier;50%;$ 15557.92
valsartán+hidroclorotiazida;VALSARFEC D;160/12.5 mg comp.x 28;Fecofar;50%;$ 12604.86
valsartán+hidroclorotiazida;COROSAN D;160/12.5 mg comp.x 30;Elea;50%;$ 12604.86
valsartán+hidroclorotiazida;PALIAX D;160/12.5mg comp.rec.x 30;Gador;50%;$ 12398.75
valsartán+hidroclorotiazida;SIMULTAN D;160/12.5mg comp.rec.x 30;Lazar;50%;$ 13917.4
valsartán+hidroclorotiazida;DIOVAN D;160/25 mg comp.rec.x 28;Siegfried;50%;$ 20110.32
valsartán+hidroclorotiazida;PALIAX D;160/25 mg comp.rec.x 30;Gador;50%;$ 15050.03
valsartán+hidroclorotiazida;SIMULTAN D;160/25 mg comp.rec.x 30;Lazar;50%;$ 16830.61
valsartán+hidroclorotiazida;SARVAL D 160/25;160/25 mg comp.rec.x 30;Baliarda;50%;$ 18398.72
valsartán+hidroclorotiazida;NICORVAS DIUR;160/25 mg comp.rec.x30;Temis-Lostal¿;50%;$ 17949.3
valsartán+hidroclorotiazida;DIAPRESAN D;160/25 mg comp.rec.x30;Montpellier;50%;$ 18028.04
valsartán+hidroclorotiazida;VALSARFEC D;160/25mg comp.x 28;Fecofar;50%;$ 16036.74
valsartán+hidroclorotiazida;ALPERTAN D;320/12.5 mg comp.rec.x28;Adium;50%;$ 18559.72
valsartán+hidroclorotiazida;DIOVAN D;320/12.5 mg comp.rec.x28;Siegfried;50%;$ 22347.84
valsartán+hidroclorotiazida;DIAPRESAN D;320/12.5 mg comp.rec.x30;Montpellier;50%;$ 17034.19
valsartán+hidroclorotiazida;SARVAL D 320/12.5;320/12.5 mg comp.rec.x30;Baliarda;50%;$ 18928.54
valsartán+hidroclorotiazida;SIMULTAN D;320/12.5mg comp.rec.x 30;Lazar;50%;$ 15601.91
valsartán+hidroclorotiazida;DIOVAN D;320/25 mg comp.rec.x 28;Siegfried;50%;$ 22347.84
valsartán+hidroclorotiazida;SIMULTAN D;320/25 mg comp.rec.x 30;Lazar;50%;$ 15708.1
valsartán+hidroclorotiazida;PALIAX D;320/25 mg comp.rec.x 30;Gador;50%;$ 16560.71
valsartán+hidroclorotiazida;ALPERTAN D;320/25 mg comp.rec.x28;Adium;50%;$ 18897.3
valsartán+hidroclorotiazida;DIAPRESAN D;320/25 mg comp.rec.x30;Montpellier;50%;$ 17151.11
valsartán+hidroclorotiazida;SARVAL D 320/25;320/25 mg comp.rec.x30;Baliarda;50%;$ 19057.34
valsartán+hidroclorotiazida;DILCORAN D;80/12.5 mg comp.rec.x 28;Casasco;50%;$ 12549.48
valsartán+hidroclorotiazida;ALPERTAN D;80/12.5 mg comp.rec.x 28;Adium;50%;$ 12562.69
valsartán+hidroclorotiazida;RACORVAL D;80/12.5 mg comp.rec.x 28;Roemmers;50%;$ 12853.82
valsartán+hidroclorotiazida;DIOVAN D;80/12.5 mg comp.rec.x 28;Siegfried;50%;$ 16840.67
valsartán+hidroclorotiazida;PALIAX D;80/12.5 mg comp.rec.x 30;Gador;50%;$ 11061.41
valsartán+hidroclorotiazida;DIAPRESAN D;80/12.5 mg comp.rec.x 30;Montpellier;50%;$ 12087.64
valsartán+hidroclorotiazida;SARVAL D 80/12.5;80/12.5 mg comp.rec.x 30;Baliarda;50%;$ 12357.72
valsartán+hidroclorotiazida;SIMULTAN D;80/12.5 mg comp.rec.x 30;Lazar;50%;$ 12623.02
valsartán+hidroclorotiazida;DILCORAN D;80/12.5 mg comp.rec.x 56;Casasco;50%;$ 13108.6
valsartán+hidroclorotiazida;NICORVAS DIUR;80/12.5 mg comp.rec.x30;Temis-Lostal¿;50%;$ 14782.81
valsartán+hidroclorotiazida;VALSARFEC D;80/12.5 mg comp.x 28;Fecofar;50%;$ 11306.36
valsartán+hidroclorotiazida;COROSAN D;80/12.5 mg comp.x 30;Elea;50%;$ 12337.51
vancomicina;VANCOMICINA FABRA;1000 mg iny.f.a.x 1;Fabra;60%;$ 14210.88
vancomicina;VANCOMICINA FABRA;500 mg iny.f.a.x 1;Fabra;60%;$ 7859.15
vardenafil;LEVITRA;20 mg comp.x 2;Bayer (PH);50%;$ 233.99
vardenafil;LEVITRA;20 mg comp.x 4;Bayer (PH);50%;$ 434.84
vareniclina,tartrato;CHAMPIX;1 mg comp.x 56;Pfizer;50%;$ 9151.11
vareniclina,tartrato;CHAMPIX;kit de inicio;Pfizer;50%;$ 9141.68
vareniclina,tartrato;CHAMPIX;kit tratamiento completo;Pfizer;50%;$ 22020.78
venlafaxina;PSISEVEN;150 mg caps.lib.prol.x28;Eurofarma;50%;$ 844.68
venlafaxina;QUILAREX XR;150 mg comp.x 28;Ariston;50%;$ 15941.73
venlafaxina;ELAFAX XR;150 mg comp.x 28;Gador;50%;$ 17556.21
venlafaxina;VENLIFAX XR 150;150 mg cáps.lib.prol.x28;Baliarda;50%;$ 16716.45
venlafaxina;EFEXOR XR;150 mg cáps.lib.prol.x28;Aspen Pharma;50%;$ 17417.66
venlafaxina;SESAREN XR;150 mg cáps.x 15;Roemmers;50%;$ 7166.5
venlafaxina;SUNVEX LP;150 mg cáps.x 28;Casasco;50%;$ 16680.63
venlafaxina;ELAFAX LP;150 mg cáps.x 28;Gador;50%;$ 16759.17
venlafaxina;MAXIBRAL XR;150 mg cáps.x 30;Montpellier;50%;$ 16809.54
venlafaxina;SESAREN XR;150 mg cáps.x 30;Roemmers;50%;$ 19560
venlafaxina;SESAREN XR;225 mg cáps.x 15;Roemmers;50%;$ 9862
venlafaxina;SESAREN XR;225 mg cáps.x 30;Roemmers;50%;$ 26930.43
venlafaxina;SESAREN;25 mg comp.x 30;Roemmers;50%;$ 3502
venlafaxina;FAXIPAW;25 mg comp.x 30;Rospaw;50%;$ 4522.57
venlafaxina;ELAFAX;25 mg comp.x 30;Gador;50%;$ 4644.72
venlafaxina;GANAVAX;37.5 mg comp.x 30;Rontag;50%;$ 12398.72
venlafaxina;EFEXOR XR;37.5 mg cáps.lib.prol.x7;Aspen Pharma;50%;$ 3151.41
venlafaxina;ELAFAX LP;37.5 mg cáps.x 14;Gador;50%;$ 6033.88
venlafaxina;SUNVEX LP;37.5 mg cáps.x 28;Casasco;50%;$ 12009.15
venlafaxina;SESAREN XR;37.5 mg cáps.x 28;Roemmers;50%;$ 12766
venlafaxina;MAXIBRAL XR;37.5 mg cáps.x 30;Montpellier;50%;$ 11822.51
venlafaxina;PSISEVEN;37.5mg caps.lib.prol.x28;Eurofarma;50%;$ 554.32
venlafaxina;VENLIFAX XR 37.5;37.5mg cáps.lib.prol.x14;Baliarda;50%;$ 6018.62
venlafaxina;FAXIPAW;50 mg comp.x 30;Rospaw;50%;$ 5615
venlafaxina;ELAFAX;50 mg comp.x 30;Gador;50%;$ 6399.89
venlafaxina;SESAREN;50 mg comp.x 30;Roemmers;50%;$ 6707
venlafaxina;GANAVAX;50 mg comp.x 30;Rontag;50%;$ 9203.82
venlafaxina;PSISEVEN;75 mg caps.lib.prol.x 28;Eurofarma;50%;$ 613.72
venlafaxina;QUILAREX XR;75 mg comp.x 28;Ariston;50%;$ 11985.3
venlafaxina;ELAFAX XR;75 mg comp.x 28;Gador;50%;$ 12924.12
venlafaxina;FAXIPAW;75 mg comp.x 30;Rospaw;50%;$ 7936.25
venlafaxina;QUILAREX;75 mg comp.x 30;Ariston;50%;$ 8794.84
venlafaxina;ELAFAX;75 mg comp.x 30;Gador;50%;$ 9230.93
venlafaxina;SESAREN;75 mg comp.x 30;Roemmers;50%;$ 9473.46
venlafaxina;GANAVAX;75 mg comp.x 30;Rontag;50%;$ 12588.9
venlafaxina;EFEXOR XR;75 mg cáps.lib.prol.x 14;Aspen Pharma;50%;$ 6306.37
venlafaxina;VENLIFAX XR 75;75 mg cáps.lib.prol.x 28;Baliarda;50%;$ 12532.75
venlafaxina;EFEXOR XR;75 mg cáps.lib.prol.x 28;Aspen Pharma;50%;$ 12978.41
venlafaxina;SESAREN XR;75 mg cáps.x 15;Roemmers;50%;$ 6537.11
venlafaxina;SUNVEX LP;75 mg cáps.x 28;Casasco;50%;$ 12499.31
venlafaxina;ELAFAX LP;75 mg cáps.x 28;Gador;50%;$ 12554.5
venlafaxina;MAXIBRAL XR;75 mg cáps.x 30;Montpellier;50%;$ 12357.72
venlafaxina;SESAREN XR;75 mg cáps.x 30;Roemmers;50%;$ 13479.83
verapamilo;ISOPTINO RETARD;120 mg comp.rec.x 20;Abbott EPD;60%;$ 7993.75
verapamilo;ISOPTINO MD;240 mg comp. rec.x 30;Abbott EPD;60%;$ 18447.43
verapamilo;ISOPTINO;80 mg comp.rec.x 30;Abbott EPD;60%;$ 5408.54
verapamilo;VERAL;rtd.240 mg comp.x 30;Siegfried;60%;$ 11740.76
vigabatrin;SABRIL;500 mg comp.x 60;Sanofi-Aventis;80%;$ 16967.35
vildagliptin;GLUCEMIX 50;50 mg comp.x 28;Bag¿;100%;$ 0
vildagliptin;ZOMARIST;50 mg comp.x 28;Montpellier;100%;$ 0
vildagliptin;GALVUS;50 mg comp.x 28;Celnova Argenti;100%;$ 0
vildagliptin;VILZER;50 mg comp.x 30;Adium;100%;$ 0
vildagliptin;CARFLAX;50 mg comp.x 30;Lazar;100%;$ 0
vildagliptin;JOVIUS;50 mg comp.x 30;Teva Argentina;100%;$ 0
vildagliptin;ZATIUM;50 mg comp.x 30;Elea;100%;$ 0
vildagliptin;ZOMARIST;50 mg comp.x 56;Montpellier;100%;$ 0
vildagliptin;GLUCEMIX 50;50 mg comp.x 56;Bag¿;100%;$ 0
vildagliptin;GALVUS;50 mg comp.x 56;Celnova Argenti;100%;$ 0
vildagliptin;VILZER;50 mg comp.x 60;Adium;100%;$ 0
vildagliptin;ZATIUM;50 mg comp.x 60;Elea;100%;$ 0
vildagliptin;CARFLAX;50 mg comp.x 60;Lazar;100%;$ 0
vildagliptin;JOVIUS;50 mg comp.x 60;Teva Argentina;100%;$ 0
vildagliptin+metformina;VI-BALIGLUC;50/1000 mg comp.rec.x 30;Baliarda;100%;$ 0
vildagliptin+metformina;GLUCEMIX MET 50/1000;50/1000 mg comp.rec.x 30;Bag¿;100%;$ 0
vildagliptin+metformina;VI-BALIGLUC;50/1000 mg comp.rec.x 60;Baliarda;100%;$ 0
vildagliptin+metformina;GLUCEMIX MET 50/1000;50/1000 mg comp.rec.x 60;Bag¿;100%;$ 0
vildagliptin+metformina;VILZERMET;50/1000 mg comp.x 30;Adium;100%;$ 0
vildagliptin+metformina;GALVUS MET;50/1000 mg comp.x 30;Celnova Argenti;100%;$ 0
vildagliptin+metformina;CARFLAX MET;50/1000 mg comp.x 30;Lazar;100%;$ 0
vildagliptin+metformina;ZOMARIST MET;50/1000 mg comp.x 30;Montpellier;100%;$ 0
vildagliptin+metformina;ZATIUM MET;50/1000 mg comp.x 30;Elea;100%;$ 0
vildagliptin+metformina;CARFLAX MET;50/1000 mg comp.x 60;Lazar;100%;$ 0
vildagliptin+metformina;JOVIUS MET;50/1000 mg comp.x 60;Teva Argentina;100%;$ 0
vildagliptin+metformina;VILZERMET;50/1000 mg comp.x 60;Adium;100%;$ 0
vildagliptin+metformina;GALVUS MET;50/1000 mg comp.x 60;Celnova Argenti;100%;$ 0
vildagliptin+metformina;ZOMARIST MET;50/1000 mg comp.x 60;Montpellier;100%;$ 0
vildagliptin+metformina;ZATIUM MET;50/1000 mg comp.x 60;Elea;100%;$ 0
vildagliptin+metformina;GLUCEMIX MET 50/500;50/500 mg comp.rec.x 30;Bag¿;100%;$ 0
vildagliptin+metformina;VI-BALIGLUC;50/500 mg comp.rec.x 30;Baliarda;100%;$ 0
vildagliptin+metformina;GLUCEMIX MET 50/500;50/500 mg comp.rec.x 60;Bag¿;100%;$ 0
vildagliptin+metformina;VI-BALIGLUC;50/500 mg comp.rec.x 60;Baliarda;100%;$ 0
vildagliptin+metformina;VILZERMET;50/500 mg comp.x 30;Adium;100%;$ 0
vildagliptin+metformina;GALVUS MET;50/500 mg comp.x 30;Celnova Argenti;100%;$ 0
vildagliptin+metformina;ZATIUM MET;50/500 mg comp.x 30;Elea;100%;$ 0
vildagliptin+metformina;ZOMARIST MET;50/500 mg comp.x 30;Montpellier;100%;$ 0
vildagliptin+metformina;ZATIUM MET;50/500 mg comp.x 60;Elea;100%;$ 0
vildagliptin+metformina;GALVUS MET;50/500 mg comp.x 60;Celnova Argenti;100%;$ 0
vildagliptin+metformina;JOVIUS MET;50/500 mg comp.x 60;Teva Argentina;100%;$ 0
vildagliptin+metformina;VILZERMET;50/500 mg comp.x 60;Adium;100%;$ 0
vildagliptin+metformina;ZOMARIST MET;50/500 mg comp.x 60;Montpellier;100%;$ 0
vildagliptin+metformina;CARFLAX MET;50/850 mg comp. x 30;Lazar;100%;$ 0
vildagliptin+metformina;CARFLAX MET;50/850 mg comp. x 60;Lazar;100%;$ 0
vildagliptin+metformina;VI-BALIGLUC;50/850 mg comp.rec.x 30;Baliarda;100%;$ 0
vildagliptin+metformina;GLUCEMIX MET 50/850;50/850 mg comp.rec.x 30;Bag¿;100%;$ 0
vildagliptin+metformina;VI-BALIGLUC;50/850 mg comp.rec.x 60;Baliarda;100%;$ 0
vildagliptin+metformina;GLUCEMIX MET 50/850;50/850 mg comp.rec.x 60;Bag¿;100%;$ 0
vildagliptin+metformina;GALVUS MET;50/850 mg comp.x 30;Celnova Argenti;100%;$ 0
vildagliptin+metformina;ZATIUM MET;50/850 mg comp.x 30;Elea;100%;$ 0
vildagliptin+metformina;ZOMARIST MET;50/850 mg comp.x 30;Montpellier;100%;$ 0
vildagliptin+metformina;VILZERMET;50/850 mg comp.x 30;Adium;100%;$ 0
vildagliptin+metformina;GALVUS MET;50/850 mg comp.x 60;Celnova Argenti;100%;$ 0
vildagliptin+metformina;ZATIUM MET;50/850 mg comp.x 60;Elea;100%;$ 0
vildagliptin+metformina;ZOMARIST MET;50/850 mg comp.x 60;Montpellier;100%;$ 0
vildagliptin+metformina;VILZERMET;50/850 mg comp.x 60;Adium;100%;$ 0
vildagliptin+metformina;JOVIUS MET;50/850 mg comp.x 60;Teva Argentina;100%;$ 0
vincamina+cinarizina;EUROLAND;comp.x 50;Eurofarma;50%;$ 189.14
virus atenuados varicela;VARILRIX;f.a.+jga.prell.;GlaxoSmithKline;50%;$ 53320.72
virus atenuados varicela;VARIVAX;f.a.x 0.5 ml+f.diluy.;MSD Argentina S;50%;$ 58350.35
virus saram.+parotiditis+rubéola;MMR II;iny.liof.f.a.x 1+jga.;MSD Argentina S;50%;$ 17346.09
vit.+minerales;BEROCCA PLUS;comp.eferv.x 10;Bayer Consumer;40%;$ 8283
vit.+minerales;CAL C VITA FLUOR;comp.eferv.x 30;Bayer Consumer;40%;$ 7022.3
vit.+minerales;CAL C VITA;comp.eferv.x 30;Bayer Consumer;40%;$ 15051.01
vit.+minerales;BEROCCA PLUS;comp.eferv.x 30;Bayer Consumer;40%;$ 19806.01
vit.+minerales;BEROCCA PLUS;comp.laq.x 30;Bayer Consumer;40%;$ 13209.59
vit.+minerales;SUPRADYN PRONATAL;comp.laq.x 30;Bayer Consumer;40%;$ 17264.99
vit.+minerales;SUPRADYN PRONATAL;comp.laq.x 90;Bayer Consumer;40%;$ 44250.01
vit.+minerales;CENTRUM FORTE;comp.rec.x 30;Pfizer;40%;$ 324.24
vit.+minerales;CENTRUM SILVER FORTE;comp.rec.x 30;Pfizer;40%;$ 354.52
vit.+minerales;CENTRUM PRENATAL;comp.rec.x 60;Pfizer;40%;$ 428.39
vit.+minerales;CENTRUM FORTE;comp.rec.x 60;Pfizer;40%;$ 551.17
vit.+minerales;CENTRUM SILVER FORTE;comp.rec.x 60;Pfizer;40%;$ 604.36
vit.+minerales;POLPER CALCIO-MAGNESIO;comp.x 30;Casasco;40%;$ 14033.2
vit.+minerales;TANVIMIL M;cáps.x 30;Megalabs Argent;40%;$ 5146.51
vit.+minerales;TANVIMIL M;cáps.x 60;Megalabs Argent;40%;$ 8627.95
vit.+minerales;SUPRADYN FORTE;eferv.comp.x10 nar.s/az.;Bayer Consumer;40%;$ 7962
vit.+minerales;SUPRADYN FORTE;eferv.comp.x30 nar.s/az.;Bayer Consumer;40%;$ 19110
vit.+minerales;SUPRADYN FORTE;grag.x 30;Bayer Consumer;40%;$ 12757.81
vit.+minerales;SUPRADYN FORTE;grag.x 60;Bayer Consumer;40%;$ 23046.01
vit.a;TANVIMIL A;100000 UI cáps.x 30;Megalabs Argent;40%;$ 7242.98
vit.a;TANVIMIL A;50000 UI cáps.x 30;Megalabs Argent;40%;$ 7494.52
vit.a;TANVIMIL A;50000 UI cáps.x 60;Megalabs Argent;40%;$ 6329.33
vit.a+bencetonio,cl.+asoc.;HIPOGLOS;pda.x 100 g;Andr¿maco;40%;$ 17653.42
vit.a+bencetonio,cl.+asoc.;HIPOGLOS;pda.x 50 g;Andr¿maco;40%;$ 9051.19
vit.a+triamcinolona;BAGOVIT A PLUS;cr.x 100 g;Bag¿;40%;$ 14481.82
vit.a+vit.c+vit.d;TANVIMIL ACD;gts.x 20 ml;Megalabs Argent;40%;$ 4573.35
vit.a+vit.c+vit.d;ADECONCE;sol.oral x 20 ml;Lafedar;40%;$ 7533.53
vit.a+vit.c+vit.d;TRI VI SOL;sol.x 20 ml;Siegfried;40%;$ 7938.11
vit.b,complejo;BAGO B1 B6 B12;10000 mcg iny.f.a.x 3;Bag¿;40%;$ 18115.11
vit.b,complejo;BAGO B1 B6 B12;10000 mcg iny.f.a.x 6;Bag¿;40%;$ 35266.06
vit.b,complejo;TRISEL;250/250/3 mg comp.x 10;Klonal;40%;$ 3950.59
vit.b,complejo;BAGO B1 B6 B12;5000 mcg comp.x 30;Bag¿;40%;$ 23594.21
vit.b,complejo;BECOZYM NF;a.x 6;Bayer Consumer;40%;$ 8707.8
vit.b,complejo;COBENEXOL FUERTE;comp.laq.x 30;Bayer Consumer;40%;$ 17402.39
vit.b,complejo;POLI B FUERTE;comp.rec.x 30;Austral;40%;$ 14760
vit.b,complejo;TANVIMIL B1 B6 B12;comp.rec.x 30;Megalabs Argent;40%;$ 23303.77
vit.b,complejo;LISINFOS;comp.x 30;Fabra;40%;$ 12124.8
vit.b,complejo;BAGO B1 B6 B12 CB 5000;cáps.bl.x 30;Bag¿;40%;$ 800.49
vit.b,complejo;BECOZYM;grag.x 30;Bayer Consumer;40%;$ 6810
vit.b,complejo;BAGO B1 B6 B12;sol.x 100 ml;Bag¿;40%;$ 14338.84
vit.b,complejo+asoc.;ANEMIDOX;a.x 3 x 2 ml;Elea;40%;$ 20477.81
vit.b,complejo+asoc.;ANEMIDOX;a.x 6 x 2 ml;Elea;40%;$ 40497.73
vit.b,complejo+asoc.;MEMOREX COMPUESTO;comp.x 20;Montpellier;40%;$ 12544.35
vit.b,complejo+asoc.;BAGO B6 B12 FOLICO;comp.x 30;Bag¿;40%;$ 13203.37
vit.b,complejo+asoc.;MEMOREX COMPUESTO;comp.x 40;Montpellier;40%;$ 21443.26
vit.b,complejo+asoc.;MEMOREX COMPUESTO;jbe.x 200 ml;Montpellier;40%;$ 10114.86
vit.b1;TIAMINA 300;300 mg comp.x 30;Austral;40%;$ 9206.25
vit.b1 b6 b12+ác.tióctico;BAGO B1 B6 B12 DETOX;comp.rec.x 30;Bag¿;40%;$ 16394.49
vit.b1 b6 b12+ác.tióctico;NERVOMAX TB12;cáps.x 40;Trb-Pharma;40%;$ 17425.79
vit.b12;SL B12;comp.ran.x 15;Dom¿nguez;40%;$ 15284.94
vit.b12;SL B12;comp.ran.x 30;Dom¿nguez;40%;$ 26578.14
vit.b6;TANVIMIL B6;comp.x 30;Megalabs Argent;40%;$ 2074.94
vit.b6;TANVIMIL B6;comp.x 60;Megalabs Argent;40%;$ 2496.8
vit.b6+asoc.;LAURINOL;shamp.x 150 ml;Savant Consumer;40%;$ 282.55
vit.b6+asoc.;LAURINOL PLUS;shamp.x 240 ml;Savant Consumer;40%;$ 8766.35
vit.c;REDOXON;eferv.2 g comp.x10 Limón;Bayer Consumer;40%;$ 6791.4
vit.c;REDOXON;eferv.2 g comp.x30 Limón;Bayer Consumer;40%;$ 16285.19
vit.c+citroflavonoide;CVP DUO;comp.rec.x 10;Elea;40%;$ 11163.89
vit.c+citroflavonoide;CVP DUO;comp.rec.x 25;Elea;40%;$ 20028.38
vit.c+citroflavonoide;CVP DUO;comp.rec.x 50;Elea;40%;$ 33468.64
vit.c+citroflavonoide+asoc.;EPITELIOL C;comp.x 20;Ariston;40%;$ 9760.7
vit.c+citroflavonoide+asoc.;EPITELIOL C;comp.x 40;Ariston;40%;$ 17144.57
vit.c+vit.e+betacaroteno;TANVIMIL PLUS;cáps.x 30;Megalabs Argent;40%;$ 6083.59
vit.c+vit.e+betacaroteno;TANVIMIL PLUS;cáps.x 60;Megalabs Argent;40%;$ 9452.84
vit.c+vit.e+betacaroteno+asoc.;ESCLEROVITAN ANTIOXIDANTE;cáps.blandas x 30;Elea;40%;$ 16534.13
vit.c+vit.e+betacaroteno+asoc.;ESCLEROVITAN ANTIOXIDANTE;cáps.blandas x 60;Elea;40%;$ 30315.99
vit.c+vit.e+betacaroteno+asoc.;LAROTABE;cáps.x 30;Bayer Consumer;40%;$ 14559.6
vit.d;RAQUIFEROL;fco.gotero x 4 ml;Roemmers;40%;$ 5189.4
vit.d;TANVIMIL D;gts.x 10 ml;Megalabs Argent;40%;$ 3231.39
vit.d;DENURIX;gts.x 10 ml;Dom¿nguez;40%;$ 11473.84
vit.d;DENURIX;gts.x 4 ml;Dom¿nguez;40%;$ 4928.15
vit.d3;TESTRI CB;100.000 UI cáps. x 1;Elea;40%;$ 7832.01
vit.d3;TESTRI CB;100.000 UI cáps. x 3;Elea;40%;$ 16936.82
vit.d3;SUBICAL SOLUCION ORAL;100.000 UI f.a.x 2 ml;Laboratorios Be;40%;$ 5600.2
vit.d3;SUBICAL CB;100000 UI cáps.bl.x 1;Laboratorios Be;40%;$ 6880.85
vit.d3;SUBICAL CB;100000 UI cáps.bl.x 2;Laboratorios Be;40%;$ 10261.37
vit.d3;GADOFEROL CB;100000 UI cáps.bl. x 1;Gador;40%;$ 6259.39
vit.d3;GADOFEROL CB;100000 UI cáps.bl. x 2;Gador;40%;$ 10221.31
vit.d3;GADOFEROL CB;50000 UI cáps.bl. x 2;Gador;40%;$ 7358.47
vit.d3;DEVISAL CB;cáps.bl.x 1;Baliarda;40%;$ 6327.8
vit.d3;DEBLAX;cáps.bl.x 1;Adium;40%;$ 7830.25
vit.d3;DEVISAL CB 50000;cáps.bl.x 2;Baliarda;40%;$ 7385.29
vit.d3;DEVISAL CB;cáps.bl.x 2;Baliarda;40%;$ 10002.57
vit.d3;DEBLAX;cáps.bl.x 2;Adium;40%;$ 11203.7
vit.d3;ORAVIL CB;cáps.blanda x 1;Trb-Pharma;40%;$ 6242.39
vit.d3;ORAVIL CB;cáps.blandas x 2;Trb-Pharma;40%;$ 9877.8
vit.d3;TRIP D3;cáps.dura x 1;Siegfried;40%;$ 6742.57
vit.d3;TRIP D3;cáps.duras x 3;Siegfried;40%;$ 16814.81
vit.d3;OSTEODYN;cáps.x 1;Montpellier;40%;$ 6598.16
vit.d3;OSTEODYN;cáps.x 2;Montpellier;40%;$ 9757.11
vit.d3;ORAVIL;f.a.beb.x 2 ml;Trb-Pharma;40%;$ 5817.6
